id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,home_team,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,away_team,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,winner,is_upset
401693677,2024,1,regular,2024-08-24T04:00:00.000Z,True,True,True,False,,,,124179,Lincoln (CA),ii,Independent DII,7,"[0, 0, 0, 7]",,,,108382,College of Idaho,,,45,"[14, 7, 14, 10]",,,,,,,College of Idaho,False
401635525,2024,1,regular,2024-08-24T16:00:00.000Z,False,True,True,True,47998.0,3504.0,Aviva Stadium,59,Georgia Tech,fbs,ACC,24,"[7, 7, 0, 10]",0.9913955304658811,1497.0,1513.0,52,Florida State,fbs,ACC,21,"[8, 6, 0, 7]",0.008604469534118864,1692.0,1676.0,7.822223962,,Aer Lingus College Football Classic,Florida State,False
401654665,2024,1,regular,2024-08-24T19:30:00.000Z,False,True,False,False,16125.0,3827.0,"Memorial Stadium (Stephenville, TX)",2627,Tarleton State,fcs,UAC,26,"[16, 10, 0, 0]",0.054366198232126725,,,2377,McNeese,fcs,Southland,23,"[7, 0, 3, 13]",0.9456338017678733,,,5.5640247878,,,McNeese,False
401643697,2024,1,regular,2024-08-24T20:00:00.000Z,False,True,False,False,17314.0,3971.0,University Stadium (NM),167,New Mexico,fbs,Mountain West,31,"[10, 14, 7, 0]",0.30110066648514766,1234.0,1234.0,147,Montana State,fcs,Big Sky,35,"[0, 14, 0, 21]",0.6988993335148523,,,4.9273181699,,,Montana State,False
401654662,2024,1,regular,2024-08-24T23:00:00.000Z,False,True,True,False,4358.0,3689.0,Cramton Bowl,2546,Southeast Missouri State,fcs,Big South-OVC,37,"[7, 6, 8, 16]",0.994947815730074,,,2453,North Alabama,fcs,UAC,15,"[8, 7, 0, 0]",0.005052184269926041,,,7.1719013459,,FCS Kickoff,North Alabama,False
401636372,2024,1,regular,2024-08-24T23:30:00.000Z,False,True,True,False,22210.0,4246.0,Center Parc Stadium,2450,Norfolk State,fcs,MEAC,23,"[14, 0, 3, 6]",0.918362106299498,,,50,Florida A&M,fcs,SWAC,24,"[7, 3, 14, 0]",0.081637893700502,,,4.6903128028,,Cricket MEAC/SWAC Challenge Kickoff,Florida A&M,False
401643696,2024,1,regular,2024-08-25T00:00:00.000Z,False,True,False,False,20263.0,3816.0,Mackay Stadium,2440,Nevada,fbs,Mountain West,24,"[7, 10, 7, 0]",0.1027094743544201,1222.0,1243.0,2567,SMU,fbs,ACC,29,"[0, 10, 3, 16]",0.8972905256455799,1690.0,1669.0,7.6714922497,,,SMU,False
401643858,2024,1,regular,2024-08-25T03:59:00.000Z,False,True,False,False,12206.0,7220.0,Clarence T.C. Ching Athletics Complex,62,Hawai'i,fbs,Mountain West,35,"[14, 0, 7, 14]",0.9564689570884497,1227.0,1227.0,2169,Delaware State,fcs,MEAC,14,"[0, 7, 7, 0]",0.0435310429115503,,,5.224356278,,,Delaware State,False
401675545,2024,1,regular,2024-08-29T04:00:00.000Z,True,True,False,True,,6123.0,Jackson Field,2834,Sul Ross State,ii,Lone Star,21,"[0, 7, 14, 0]",,,,2704,West Texas A&M,ii,Lone Star,42,"[0, 21, 7, 14]",,,,,,,West Texas A&M,False
401673041,2024,1,regular,2024-08-29T22:00:00.000Z,False,True,False,False,6155.0,3774.0,Jayne Stadium,2413,Morehead State,fcs,Pioneer,17,"[0, 10, 0, 7]",,,,2119,Central State (OH),ii,SIAC,10,"[0, 10, 0, 0]",,,,,,,Central State (OH),False
401628580,2024,1,regular,2024-08-29T22:00:00.000Z,False,True,False,False,5421.0,717.0,Villanova Stadium,222,Villanova,fcs,CAA,24,"[10, 7, 7, 0]",0.23680753263995083,,,2754,Youngstown State,fcs,MVFC,17,"[0, 3, 7, 7]",0.7631924673600492,,,4.2684188077,,,Youngstown State,False
401674318,2024,1,regular,2024-08-29T22:00:00.000Z,False,True,False,False,,3950.0,Superior Dome,128,Northern Michigan,ii,GLIAC,7,"[0, 0, 0, 7]",,,,134,Minnesota Duluth,ii,Northern Sun,35,"[6, 7, 15, 7]",,,,,,,Minnesota Duluth,False
401628458,2024,1,regular,2024-08-29T22:00:00.000Z,False,True,False,False,47803.0,6577.0,SHI Stadium,164,Rutgers,fbs,Big Ten,44,"[7, 10, 14, 13]",0.9969831120621432,1460.0,1460.0,47,Howard,fcs,MEAC,7,"[0, 7, 0, 0]",0.003016887937856816,,,4.6819518771,,,Howard,False
401673370,2024,1,regular,2024-08-29T22:00:00.000Z,False,True,False,False,,3663.0,Burke-Tarr Stadium,2105,Carson-Newman College,ii,South Atlantic,50,"[7, 19, 17, 7]",,,,2890,Reinhardt University,,,7,"[0, 7, 0, 0]",,,,,,,Reinhardt University,False
401644729,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,12786.0,3700.0,Doyt L. Perry Stadium,189,Bowling Green,fbs,Mid-American,41,"[20, 7, 7, 7]",0.9928386384421355,1431.0,1431.0,2230,Fordham,fcs,Patriot,17,"[0, 3, 7, 7]",0.0071613615578645096,,,2.6308489164,,,Fordham,False
401634152,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,4378.0,3710.0,Ernest W. Spangler Stadium,2241,Gardner-Webb,fcs,Big South-OVC,20,"[3, 10, 7, 0]",0.5721206203546367,,,2747,Wofford,fcs,Southern,21,"[8, 3, 0, 10]",0.42787937964536327,,,7.0427787593,,,Wofford,False
401628582,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,44206.0,3652.0,FBC Mortgage Stadium,2116,UCF,fbs,Big 12,57,"[6, 23, 28, 0]",0.9984304429832914,1578.0,1578.0,160,New Hampshire,fcs,CAA,3,"[0, 3, 0, 0]",0.0015695570167085782,,,3.4992540194,,,New Hampshire,False
401674307,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,5874.0,Chet Anderson Stadium,132,Bemidji State,ii,Northern Sun,19,"[0, 0, 3, 10, 6]",,,,2392,Michigan Tech,ii,GLIAC,13,"[7, 0, 3, 3, 0]",,,,,,,Michigan Tech,False
401674174,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,6062.0,Gable Field at Doc Wadley Stadium,196,Northeastern State,ii,Independent DII,31,"[14, 17, 0, 0]",,,,137,Missouri Western,ii,Mid America,33,"[14, 0, 13, 6]",,,,,,,Missouri Western,False
401674295,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,5886.0,West Family Stadium,2699,West Liberty,ii,Mountain East,21,"[0, 7, 7, 7]",,,,2682,Walsh,ii,Great Midwest Athletic,41,"[20, 7, 7, 7]",,,,,,,Walsh,False
401674274,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,5943.0,Duvall-Rosier Field,2986,Fairmont State,ii,Mountain East,56,"[7, 7, 21, 21]",,,,611,Seton Hill,ii,Pennsylvania State Athletic,24,"[0, 10, 0, 14]",,,,,,,Seton Hill,False
401674184,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,5134.0,Bearcat Stadium,138,Northwest Missouri St,ii,Mid America,22,"[0, 0, 9, 13]",,,,2364,Minnesota State Mankato,ii,Northern Sun,36,"[8, 14, 7, 7]",,,,,,,Minnesota State Mankato,False
401636387,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,11145.0,3817.0,Malone Stadium,2433,UL Monroe,fbs,Sun Belt,30,"[7, 7, 7, 9]",0.9698949195350997,1156.0,1156.0,2296,Jackson State,fcs,SWAC,14,"[0, 7, 7, 0]",0.030105080464900347,,,6.4645770987,,,Jackson State,False
401674221,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,6052.0,Herb Parker Stadium,568,Minot State,ii,Northern Sun,38,"[17, 7, 0, 14]",,,,628,Valley City State,,,7,"[0, 0, 7, 0]",,,,,,,Valley City State,False
401674525,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,6035.0,"Memorial Stadium (Wayne, NE)",2844,Wayne State (NE),ii,Northern Sun,49,"[7, 7, 21, 14]",,,,2402,Missouri S&T,ii,Great Lakes,17,"[0, 3, 0, 14]",,,,,,,Missouri S&T,False
401628579,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,True,17244.0,3695.0,Delaware Stadium,48,Delaware,fcs,CAA,48,"[14, 20, 7, 7]",0.9915025125216215,,,2803,Bryant,fcs,CAA,17,"[3, 7, 0, 7]",0.00849748747837853,,,3.0604916608,,,Bryant,False
401674363,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,True,,4440.0,Sox Harrison Stadium,2205,Edinboro University,ii,Pennsylvania State Athletic,12,"[3, 3, 0, 6]",,,,2188,East Stroudsburg University,ii,Pennsylvania State Athletic,24,"[10, 0, 14, 0]",,,,,,,East Stroudsburg University,False
401676074,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,True,,4431.0,Chryst Field at Biemesderfer Stadium,210,Millersville,ii,Pennsylvania State Athletic,7,"[0, 7, 0, 0]",,,,2134,Clarion,ii,Pennsylvania State Athletic,36,"[7, 0, 15, 14]",,,,,,,Clarion,False
401644730,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,18055.0,3786.0,Kelly/Shorts Stadium,2117,Central Michigan,fbs,Mid-American,66,"[14, 28, 24, 0]",0.990740332770375,1333.0,1333.0,2115,Central Connecticut,fcs,NEC,10,"[7, 0, 3, 0]",0.009259667229625013,,,3.5315915573,,,Central Connecticut,False
401628592,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,8096.0,3998.0,Zable Stadium,2729,William & Mary,fcs,CAA,41,"[14, 14, 13, 0]",0.998934559408119,,,2678,VMI,fcs,Southern,7,"[0, 7, 0, 0]",0.0010654405918809617,,,2.6764257434,,,VMI,False
401675476,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,6046.0,Meares Stadium,2369,Mars Hill,ii,South Atlantic,16,"[0, 7, 3, 6]",,,,2170,Delta State,ii,Gulf South,47,"[0, 10, 14, 23]",,,,,,,Delta State,False
401644727,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,16400.0,3965.0,UB Stadium,2084,Buffalo,fbs,Mid-American,30,"[13, 3, 7, 7]",0.9963644776637445,1357.0,1357.0,322,Lafayette,fcs,Patriot,13,"[0, 0, 6, 7]",0.0036355223362555256,,,4.5184667445,,,Lafayette,False
401628581,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,29450.0,3630.0,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,45,"[7, 10, 21, 7]",0.9025691144714703,1431.0,1431.0,2448,North Carolina A&T,fcs,CAA,13,"[7, 3, 0, 3]",0.09743088552852974,,,4.0055730674,,,North Carolina A&T,False
401634299,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,56919.0,3670.0,Carter-Finley Stadium,152,NC State,fbs,ACC,38,"[7, 7, 3, 21]",0.9918432913255499,1606.0,1606.0,2717,Western Carolina,fcs,Southern,21,"[14, 0, 7, 0]",0.008156708674450064,,,7.4610249317,,,Western Carolina,False
401634143,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,7219.0,4417.0,Five Star Stadium at the Moye Complex,2382,Mercer,fcs,Southern,63,"[14, 14, 14, 21]",0.9989699805437935,,,2506,Presbyterian,fcs,Pioneer,10,"[3, 0, 7, 0]",0.0010300194562065101,,,2.8773607294,,,Presbyterian,False
401675822,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,3638.0,MDU Resources Community Bowl,559,University of Mary,ii,Northern Sun,23,"[9, 7, 7, 0]",,,,2939,Jamestown College,,,6,"[0, 0, 0, 6]",,,,,,,Jamestown College,False
401674305,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,500.0,6212.0,Bishop Schmitt Field,112335,Wheeling,ii,Mountain East,25,"[7, 10, 0, 8]",,,,2385,Mercyhurst,fcs,NEC,28,"[7, 14, 7, 0]",,,,,,,Mercyhurst,False
401655664,2024,1,regular,2024-08-29T23:30:00.000Z,False,True,False,False,,3701.0,Drake Stadium,2181,Drake,fcs,Pioneer,0,[],,,,2825,Quincy,ii,Great Lakes,0,[],,,,,,,Quincy,False
401628320,2024,1,regular,2024-08-29T23:30:00.000Z,False,True,True,False,40127.0,3983.0,War Memorial Stadium (AR),8,Arkansas,fbs,SEC,70,"[28, 21, 7, 14]",0.9989700310726486,1454.0,1454.0,2029,Arkansas-Pine Bluff,fcs,SWAC,0,"[0, 0, 0, 0]",0.00102996892735141,,,2.5735528941,,,Arkansas-Pine Bluff,False
401644728,2024,1,regular,2024-08-29T23:30:00.000Z,False,True,False,False,23515.0,3739.0,Glass Bowl,2649,Toledo,fbs,Mid-American,49,"[21, 7, 14, 7]",0.9854090128176071,1526.0,1526.0,2184,Duquesne,fcs,NEC,10,"[7, 3, 0, 0]",0.014590987182392934,,,3.6042805247,,,Duquesne,False
401634206,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,49438.0,3726.0,Folsom Field,38,Colorado,fbs,Big 12,31,"[14, 3, 7, 7]",0.3704693385585345,1324.0,1324.0,2449,North Dakota State,fcs,MVFC,26,"[10, 10, 0, 6]",0.6295306614414655,,,6.0376176228,,,North Dakota State,False
401675114,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,2014.0,3756.0,Homer Bryce Stadium,2617,Stephen F. Austin,fcs,Southland,77,"[42, 28, 0, 7]",,,,123086,North American University,,,0,"[0, 0, 0, 0]",,,,1.8434041735,,,North American University,False
401628327,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,62621.0,3838.0,Memorial Stadium,142,Missouri,fbs,SEC,51,"[28, 7, 10, 6]",0.9989083251415593,1744.0,1744.0,93,Murray State,fcs,MVFC,0,"[0, 0, 0, 0]",0.0010916748584407499,,,2.1957671965,,,Murray State,False
401636606,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,True,False,20829.0,3486.0,Children's Mercy Park,2305,Kansas,fbs,Big 12,48,"[7, 27, 7, 7]",0.9989701373065328,1619.0,1619.0,2815,Lindenwood,fcs,Big South-OVC,3,"[0, 0, 0, 3]",0.001029862693467165,,,3.001620721,,,Lindenwood,False
401628448,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,50805.0,3953.0,Huntington Bank Stadium,135,Minnesota,fbs,Big Ten,17,"[0, 14, 0, 3]",0.8741646700190268,1492.0,1492.0,153,North Carolina,fbs,ACC,19,"[0, 7, 6, 6]",0.12583532998097324,1546.0,1546.0,8.3966898321,,,North Carolina,False
401645318,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,16483.0,3674.0,Chapman Stadium,202,Tulsa,fbs,American Athletic,62,"[14, 27, 7, 14]",0.9988522601651243,1248.0,1248.0,2466,Northwestern State,fcs,Southland,28,"[14, 0, 0, 14]",0.001147739834875705,,,4.1619627667,,,Northwestern State,False
401645317,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,20143.0,4729.0,Yulman Stadium,2655,Tulane,fbs,American Athletic,52,"[7, 14, 14, 17]",0.9989668126898874,1565.0,1565.0,2545,SE Louisiana,fcs,Southland,0,"[0, 0, 0, 0]",0.0010331873101125932,,,3.9545561472,,,SE Louisiana,False
401674159,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,,5890.0,Lewis Field Stadium,2231,Fort Hays State,ii,Mid America,21,"[14, 0, 0, 7]",,,,2025,Angelo State,ii,Lone Star,7,"[0, 7, 0, 0]",,,,,,,Angelo State,False
401674150,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,True,,5942.0,Francis G. Welch Stadium,2214,Emporia State University,ii,Mid America,30,"[0, 6, 10, 14]",,,,2687,Washburn,ii,Mid America,14,"[0, 0, 7, 7]",,,,,,,Washburn,False
401655860,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,3265.0,5116.0,O'Shaughnessy Stadium,2900,St. Thomas (MN),fcs,Pioneer,13,"[7, 0, 6, 0]",0.0012056173925438967,,,2894,Sioux Falls,ii,Northern Sun,34,"[8, 3, 9, 14]",0.9987943826074561,,,4.8571363888,,,Sioux Falls,False
401673254,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,True,,3860.0,O'Harra Stadium,613,South Dakota Mines,ii,Rocky Mountain,6,"[0, 3, 3, 0]",,,,2570,CSU Pueblo,ii,Rocky Mountain,35,"[7, 7, 14, 7]",,,,,,,CSU Pueblo,False
401673279,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,,6076.0,Javelina Stadium,2658,Texas A&M-Kingsville,ii,Lone Star,13,"[7, 3, 3, 0]",,,,11,Colorado Mesa,ii,Rocky Mountain,16,"[8, 0, 0, 8]",,,,,,,Colorado Mesa,False
401675538,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,,6049.0,"Memorial Stadium (Wichita Falls, TX)",2395,Midwestern State,ii,Lone Star,18,"[2, 3, 6, 7]",,,,2403,Missouri Southern State,ii,Mid America,11,"[3, 0, 0, 8]",,,,,,,Missouri Southern State,False
401673257,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,,6059.0,Sanchez Family Stadium,2424,New Mexico Highlands,ii,Rocky Mountain,37,"[7, 9, 14, 7]",,,,2201,Eastern New Mexico,ii,Lone Star,63,"[21, 7, 14, 21]",,,,,,,Eastern New Mexico,False
401673282,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,,5880.0,Elliott Field at Don Beebe Stadium,2123,Chadron St,ii,Rocky Mountain,6,"[0, 6, 0, 0]",,,,2438,Nebraska-Kearney,ii,Mid America,18,"[7, 11, 0, 0]",,,,,,,Nebraska-Kearney,False
401640998,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,18977.0,3662.0,AmFirst Stadium,55,Jacksonville State,fbs,Conference USA,27,"[3, 7, 0, 17]",0.006210418812854204,1538.0,1449.0,324,Coastal Carolina,fbs,Sun Belt,55,"[17, 14, 10, 14]",0.9937895811871458,1448.0,1537.0,2.3532792649,,,Coastal Carolina,False
401645316,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,21267.0,7221.0,Protective Stadium,5,UAB,fbs,American Athletic,41,"[14, 14, 3, 10]",0.998633095814721,1363.0,1363.0,2016,Alcorn State,fcs,SWAC,3,"[3, 0, 0, 0]",0.001366904185278961,,,3.2583396559,,,Alcorn State,False
401654562,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,7435.0,1905.0,DakotaDome,233,South Dakota,fcs,MVFC,45,"[10, 21, 7, 7]",0.9980638710597333,,,425,Northern State,ii,Northern Sun,3,"[3, 0, 0, 0]",0.0019361289402667348,,,2.4587291553,,,Northern State,False
401654845,2024,1,regular,2024-08-30T01:00:00.000Z,False,True,False,False,43849.0,3832.0,"Memorial Stadium (Champaign, IL)",356,Illinois,fbs,Big Ten,45,"[14, 17, 7, 7]",0.998775795771694,1502.0,1502.0,2197,Eastern Illinois,fcs,Big South-OVC,0,"[0, 0, 0, 0]",0.0012242042283060472,,,2.616514081,,,Eastern Illinois,False
